entry_time,exit_time,symbol,range_pos,whale_size,whale_ratio,entry_price,exit_price,peak_price,pnl_pct,hold_min,reason
2026-07-12T02:15:01.463719+09:00,2026-07-12T08:58:39.129228+09:00,H,0.20,3130475,13.3,55.89,65.37,68.95,+16.96,404,트레일(고점+23.4%)
2026-07-12T03:51:21.978576+09:00,2026-07-12T09:00:21.611890+09:00,ANKR,0.13,3105878,62.1,5.613,5.609,5.908,-0.07,309,트레일(고점+5.3%)
2026-07-12T07:12:19.562707+09:00,2026-07-12T09:02:44.816365+09:00,B3,0.21,3981524,55.0,0.8044,0.7802,0.807,-3.01,110,손절-3.0%
2026-07-12T01:12:39.047355+09:00,2026-07-12T09:07:51.733097+09:00,PENGU,0.11,6072829,14.5,9.3,9.02,9.383,-3.01,475,손절-3.0%
2026-07-11T13:02:40.437675+09:00,2026-07-12T09:08:52.974855+09:00,XLM,0.00,13222948,42.3,284,275,288,-3.17,1206,손절-3.0%
2026-07-11T12:12:06.546454+09:00,2026-07-12T09:15:22.366975+09:00,IN,0.11,4525376,60.0,71.47,69.32,72.93,-3.01,1263,손절-3.0%
2026-07-12T01:12:39.064316+09:00,2026-07-12T09:25:57.277584+09:00,MMT,0.00,3479640,27.5,271,259,279,-4.43,493,손절-3.0%
2026-07-11T23:49:36.184230+09:00,2026-07-12T09:34:50.944412+09:00,EDGEX,0.04,3240248,88.9,541,523,564,-3.33,585,손절-3.0%
2026-07-12T08:19:19.431818+09:00,2026-07-12T09:42:24.495610+09:00,GWEI,0.17,9965837,148.6,93.35,101,106,+8.19,83,트레일(고점+13.6%)
2026-07-12T03:58:14.376122+09:00,2026-07-12T09:42:44.938987+09:00,KAT,0.20,3563157,27.2,8.03,7.726,8.173,-3.79,345,손절-3.0%
2026-07-12T00:13:53.960501+09:00,2026-07-12T09:51:17.431587+09:00,ELSA,0.18,5000000,112.5,74.37,74.74,78.46,+0.50,577,트레일(고점+5.5%)
2026-07-11T10:41:17.693858+09:00,2026-07-12T10:41:28.604911+09:00,TRX,0.00,4987530,19.5,492,493,495,+0.20,1440,타임아웃24h
2026-07-12T10:32:55.052849+09:00,2026-07-12T10:52:05.595083+09:00,H,0.30,3175546,25.4,63.98,62.04,64.43,-3.03,19,손절-3.0%
2026-07-12T11:00:17.351168+09:00,2026-07-12T11:02:41.574970+09:00,GWEI,0.16,5081794,10.2,97.99,95,98,-3.05,2,손절-3.0%
2026-07-12T10:11:10.972163+09:00,2026-07-12T11:35:51.069762+09:00,B3,0.17,4812584,18.9,0.8013,0.8336,0.8757,+4.03,85,트레일(고점+9.3%)
2026-07-12T09:49:34.660644+09:00,2026-07-12T12:50:36.717072+09:00,PYR,0.29,3104624,15.2,245,237,254,-3.27,181,손절-3.0%
2026-07-12T11:10:32.849778+09:00,2026-07-12T14:30:41.129446+09:00,ARDR,0.27,6432860,80.4,34,32.87,35.36,-3.32,200,손절-3.0%
2026-07-12T13:27:07.484370+09:00,2026-07-12T14:48:49.735546+09:00,ALLO,0.06,7955719,15.8,538,520,539,-3.35,82,손절-3.0%
2026-07-12T14:10:23.244718+09:00,2026-07-12T15:01:08.781170+09:00,T,0.11,5441539,11.0,8.142,7.8,8.291,-4.20,51,손절-3.0%
2026-07-12T13:05:57.830417+09:00,2026-07-12T15:14:11.225625+09:00,B3,0.16,9245388,98.4,0.8292,0.8003,0.849,-3.49,128,손절-3.0%
2026-07-11T15:57:08.829596+09:00,2026-07-12T15:57:29.457030+09:00,LIT,0.07,8487295,54.0,3833,3919,4047,+2.24,1440,타임아웃24h
2026-07-11T16:36:11.005112+09:00,2026-07-12T16:36:30.790165+09:00,VIRTUAL,0.00,4251195,10.0,906,895,936,-1.21,1440,타임아웃24h
2026-07-12T13:39:07.248604+09:00,2026-07-12T16:37:53.244337+09:00,SUNDOG,0.05,3299090,30.2,6.578,6.365,6.622,-3.24,179,손절-3.0%
2026-07-12T13:31:34.532886+09:00,2026-07-12T17:00:13.350242+09:00,H,0.27,5391454,235.8,60.81,58.66,62.2,-3.54,209,손절-3.0%
2026-07-12T15:25:48.697986+09:00,2026-07-12T17:27:02.224177+09:00,GWEI,0.01,3869703,23.5,91.14,88.1,92.99,-3.34,121,손절-3.0%
2026-07-12T06:01:32.369614+09:00,2026-07-12T17:54:57.765156+09:00,BASED,0.25,8524747,62.3,144,146,154,+1.39,713,트레일(고점+6.9%)
2026-07-12T15:42:37.536905+09:00,2026-07-12T18:00:06.719138+09:00,ALLO,0.04,4204820,13.0,510,494,514,-3.14,137,손절-3.0%
2026-07-12T09:40:00.458693+09:00,2026-07-12T18:24:31.214087+09:00,CTR,0.11,3347002,50.7,11.94,12.83,13.43,+7.45,525,트레일(고점+12.5%)
2026-07-12T02:19:08.631420+09:00,2026-07-12T18:47:51.598620+09:00,SKL,0.26,3477015,13.4,6.986,6.774,7.166,-3.03,989,손절-3.0%
2026-07-12T17:14:59.064252+09:00,2026-07-12T19:32:35.473595+09:00,PYR,0.14,6065022,12.1,229,237,249,+3.49,138,트레일(고점+8.7%)
2026-07-12T19:32:14.103705+09:00,2026-07-12T19:49:07.803814+09:00,HIGH,0.29,8474235,25.5,73,73.72,77.95,+0.99,17,트레일(고점+6.8%)
2026-07-11T19:55:58.086621+09:00,2026-07-12T19:55:59.958372+09:00,BTC,0.16,6660679,26.2,9.567e+07,9.531e+07,9.609e+07,-0.38,1440,타임아웃24h
2026-07-11T20:06:59.869432+09:00,2026-07-12T20:07:20.251624+09:00,HBAR,0.20,12423000,11.4,101,102,105,+0.99,1440,타임아웃24h
2026-07-11T20:23:53.566569+09:00,2026-07-12T20:24:10.543691+09:00,FRAX,0.29,3386489,11.3,371,383,390,+3.23,1440,타임아웃24h
2026-07-12T15:12:07.472685+09:00,2026-07-12T20:59:13.076112+09:00,ELSA,0.08,5567637,104.1,79.94,77.26,82.23,-3.35,347,손절-3.0%
2026-07-12T20:27:36.547780+09:00,2026-07-12T21:32:49.189747+09:00,ALLO,0.26,5401282,21.0,522,543,571,+4.02,65,트레일(고점+9.4%)
2026-07-12T19:27:02.601947+09:00,2026-07-12T21:57:09.918075+09:00,EDGEX,0.24,8525559,212.2,575,583,612,+1.39,150,트레일(고점+6.4%)
2026-07-11T21:59:06.836509+09:00,2026-07-12T21:59:13.243899+09:00,XRP,0.25,3881902,194.1,1652,1640,1666,-0.73,1440,타임아웃24h
2026-07-11T22:14:50.293909+09:00,2026-07-12T22:14:59.010232+09:00,ONDO,0.25,8016759,13.7,495,492,502,-0.61,1440,타임아웃24h
2026-07-11T22:42:31.290045+09:00,2026-07-12T22:42:49.421584+09:00,DOGE,0.00,38463064,384.6,111,110,113,-0.90,1440,타임아웃24h
2026-07-12T21:36:55.157125+09:00,2026-07-12T23:14:35.527782+09:00,T,0.10,3334005,27.5,8.37,8.075,8.473,-3.52,98,손절-3.0%
2026-07-12T23:13:31.549016+09:00,2026-07-12T23:27:41.844990+09:00,DEXE,0.21,5671897,23.2,67300,65100,68550,-3.27,14,손절-3.0%
2026-07-12T15:40:33.313420+09:00,2026-07-13T00:01:46.642125+09:00,AGLD,0.30,3242276,22.5,238,280,292,+17.65,501,트레일(고점+22.7%)
2026-07-12T00:04:38.975122+09:00,2026-07-13T00:04:52.125525+09:00,BILL,0.24,3422757,53.5,58.14,69.67,70.01,+19.83,1440,타임아웃24h
2026-07-12T16:59:52.447405+09:00,2026-07-13T00:10:39.334406+09:00,SUNDOG,0.28,4909982,47.4,6.318,6.496,6.832,+2.82,431,트레일(고점+8.1%)
2026-07-12T21:14:18.682463+09:00,2026-07-13T00:11:20.439504+09:00,PYR,0.28,5970662,9.4,238,230,240,-3.36,177,손절-3.0%
2026-07-12T20:59:12.743754+09:00,2026-07-13T00:14:04.665574+09:00,B3,0.06,3003463,49.1,0.7947,0.7689,0.8027,-3.25,195,손절-3.0%
2026-07-12T09:03:25.416306+09:00,2026-07-13T00:16:28.373283+09:00,CAP,0.30,3767055,70.1,23.77,24.99,26.28,+5.13,913,트레일(고점+10.6%)
2026-07-12T00:46:07.777788+09:00,2026-07-13T00:46:13.350585+09:00,SOL,0.10,3803387,16.3,116600,115400,116900,-1.03,1440,타임아웃24h
2026-07-12T07:50:08.620362+09:00,2026-07-13T00:58:09.389960+09:00,PARTI,0.25,3021574,57.2,48.64,47.15,50.1,-3.06,1028,손절-3.0%
2026-07-12T21:56:07.761481+09:00,2026-07-13T00:59:31.754368+09:00,ELSA,0.06,3525292,47.0,77.4,75.07,77.4,-3.01,183,손절-3.0%
2026-07-12T01:04:43.366035+09:00,2026-07-13T01:04:58.557653+09:00,WLD,0.00,7393824,30.9,604,637,645,+5.46,1440,타임아웃24h
2026-07-12T02:07:48.390660+09:00,2026-07-13T01:05:19.046984+09:00,SLX,0.10,7217152,96.2,232,224,242,-3.45,1378,손절-3.0%
2026-07-13T01:05:59.837223+09:00,2026-07-13T01:28:53.044649+09:00,PYR,0.22,7632329,23.0,220,213,220,-3.18,23,손절-3.0%
2026-07-13T01:23:03.429716+09:00,2026-07-13T01:30:15.087707+09:00,ES,0.27,3881993,388.2,51.53,49.79,52.37,-3.38,7,손절-3.0%
2026-07-12T23:42:28.609021+09:00,2026-07-13T01:41:31.861864+09:00,SXT,0.24,4127219,55.0,13.35,14.49,15.2,+8.54,119,트레일(고점+13.9%)
2026-07-13T02:45:05.593008+09:00,2026-07-13T02:58:26.746482+09:00,EPT,0.28,3431040,74.4,0.7995,0.77,0.8077,-3.69,13,손절-3.0%
2026-07-12T18:48:12.010152+09:00,2026-07-13T04:07:16.428782+09:00,SKL,0.01,7565419,53.2,6.774,6.549,6.92,-3.32,559,손절-3.0%
2026-07-12T04:26:05.880312+09:00,2026-07-13T04:26:26.085648+09:00,ETH,0.30,3000000,30.0,2.718e+06,2.714e+06,2.723e+06,-0.15,1440,타임아웃24h
2026-07-12T09:09:13.467940+09:00,2026-07-13T05:00:41.823564+09:00,BOB,0.11,3428580,76.3,6.212,6.732,7.049,+8.37,1191,트레일(고점+13.5%)
2026-07-13T02:57:24.660210+09:00,2026-07-13T05:24:40.963933+09:00,SXT,0.04,3270713,39.3,13.37,12.92,13.65,-3.37,147,손절-3.0%
2026-07-12T20:36:12.198304+09:00,2026-07-13T05:35:59.745060+09:00,ARDR,0.13,4651684,33.8,32.64,32.4,34.39,-0.74,540,트레일(고점+5.4%)
2026-07-13T05:41:48.430398+09:00,2026-07-13T06:46:21.553594+09:00,SXT,0.05,3340814,66.4,12.61,12.22,12.72,-3.09,65,손절-3.0%
2026-07-12T09:05:48.471866+09:00,2026-07-13T07:00:26.326349+09:00,MOODENG,0.05,3098642,29.1,59.81,57.25,60.53,-4.28,1315,손절-3.0%
2026-07-12T16:56:46.659671+09:00,2026-07-13T07:04:32.604736+09:00,VIRTUAL,0.17,10493873,12.5,891,863,919,-3.14,848,손절-3.0%
2026-07-13T01:14:11.392111+09:00,2026-07-13T07:10:21.576510+09:00,SLX,0.21,4987546,119.6,227,220,227,-3.08,356,손절-3.0%
2026-07-13T02:29:22.457587+09:00,2026-07-13T07:18:54.493665+09:00,WLD,0.30,3769911,30.2,637,617,656,-3.14,290,손절-3.0%
2026-07-12T09:05:07.502151+09:00,2026-07-13T07:20:37.030522+09:00,ADA,0.14,5009349,13.3,248,240,249,-3.23,1335,손절-3.0%
2026-07-13T04:49:03.521848+09:00,2026-07-13T07:38:10.918648+09:00,CAP,0.21,3937839,97.4,25.77,24.99,26.02,-3.03,169,손절-3.0%
2026-07-13T06:24:22.427438+09:00,2026-07-13T07:38:11.105922+09:00,AGLD,0.00,6030324,12.1,271,261,274,-3.69,74,손절-3.0%
2026-07-13T00:08:14.898592+09:00,2026-07-13T07:39:34.658697+09:00,BLAST,0.00,3859637,14.7,0.4817,0.6321,0.6607,+31.22,451,트레일(고점+37.2%)
2026-07-12T20:25:12.237116+09:00,2026-07-13T07:40:16.014926+09:00,RPL,0.24,8521754,69.5,2667,2586,2796,-3.04,675,손절-3.0%
2026-07-13T05:02:45.277807+09:00,2026-07-13T07:47:07.093325+09:00,NEX,0.00,4043479,40.1,0.0027,0.0026,0.0028,-3.70,164,손절-3.0%
2026-07-12T22:32:30.884931+09:00,2026-07-13T08:00:05.298517+09:00,ALLO,0.29,6511482,38.6,538,554,581,+2.97,568,트레일(고점+8.0%)
2026-07-13T07:11:02.412213+09:00,2026-07-13T08:00:25.942725+09:00,T,0.00,3754288,9.8,8.1,7.821,8.249,-3.44,49,손절-3.0%
2026-07-12T08:56:35.967822+09:00,2026-07-13T08:56:45.546858+09:00,SUI,0.04,3437499,9.1,1089,1098,1115,+0.83,1440,타임아웃24h
2026-07-12T08:58:18.299435+09:00,2026-07-13T08:58:27.883767+09:00,ENA,0.20,3806929,39.0,119,119,123,+0.00,1440,타임아웃24h
2026-07-13T07:25:44.732299+09:00,2026-07-13T09:07:40.391162+09:00,ELSA,0.17,8008598,8.0,74.86,72.59,74.86,-3.03,102,손절-3.0%
2026-07-12T21:59:13.222814+09:00,2026-07-13T09:10:04.132121+09:00,EDGEX,0.16,6953532,53.3,585,564,608,-3.59,671,손절-3.0%
2026-07-12T09:11:57.429351+09:00,2026-07-13T09:12:06.751923+09:00,PENGU,0.08,3284630,15.1,9.042,9.067,9.146,+0.28,1440,타임아웃24h
2026-07-12T09:27:59.756562+09:00,2026-07-13T09:28:09.609402+09:00,XLM,0.18,3324000,66.5,277,281,286,+1.44,1440,타임아웃24h
2026-07-13T08:26:21.110761+09:00,2026-07-13T09:31:14.189170+09:00,EPT,0.20,4550486,30.5,0.7768,0.7509,0.7962,-3.33,65,손절-3.0%
2026-07-13T09:36:22.949447+09:00,2026-07-13T09:44:35.727589+09:00,BOB,0.18,3080368,60.5,6.887,6.66,6.887,-3.30,8,손절-3.0%
2026-07-13T09:06:59.224359+09:00,2026-07-13T10:02:21.302165+09:00,BLAST,0.20,3834698,48.5,0.553,0.5274,0.5682,-4.63,55,손절-3.0%
2026-07-13T09:06:59.205241+09:00,2026-07-13T10:20:06.500062+09:00,AGLD,0.12,5007276,8.7,259,251,261,-3.09,73,손절-3.0%
2026-07-13T07:53:15.208436+09:00,2026-07-13T10:43:45.077130+09:00,GWEI,0.27,3142463,47.0,82.44,83.23,87.42,+0.96,170,트레일(고점+6.0%)
2026-07-13T01:57:35.184362+09:00,2026-07-13T12:09:38.586703+09:00,ONDO,0.00,8167769,20.7,488,473,489,-3.07,612,손절-3.0%
2026-07-13T11:25:58.944125+09:00,2026-07-13T12:21:38.552307+09:00,GWEI,0.07,3000000,183.5,82.56,79.99,83.38,-3.11,56,손절-3.0%
2026-07-13T08:42:45.860630+09:00,2026-07-13T12:34:20.606587+09:00,VIRTUAL,0.26,6944476,8.4,859,833,870,-3.03,232,손절-3.0%
2026-07-13T10:29:00.930740+09:00,2026-07-13T12:44:19.168132+09:00,ENA,0.25,5355000,50.4,119,115,120,-3.36,135,손절-3.0%
2026-07-13T12:38:48.566465+09:00,2026-07-13T14:23:40.253601+09:00,EPT,0.05,3297747,23.6,0.7766,0.7839,0.8279,+0.94,105,트레일(고점+6.6%)
2026-07-13T12:24:22.568043+09:00,2026-07-13T14:28:09.638560+09:00,XEC,0.17,4631362,19.3,0.0082,0.0086,0.0091,+4.88,124,트레일(고점+11.0%)
2026-07-13T13:31:09.891335+09:00,2026-07-13T14:56:25.774358+09:00,T,0.14,4245854,87.9,7.551,7.3,7.609,-3.32,85,손절-3.0%
2026-07-13T14:58:08.570206+09:00,2026-07-13T14:58:29.946925+09:00,HIGH,0.14,3822739,17.6,36.19,34.93,36.19,-3.48,0,손절-3.0%
2026-07-13T09:03:55.068314+09:00,2026-07-13T15:13:05.010331+09:00,PYR,0.17,3001694,9.5,210,203,212,-3.33,369,손절-3.0%
2026-07-13T10:05:05.955461+09:00,2026-07-13T15:20:40.436332+09:00,SXT,0.11,3223779,12.8,11.85,11.47,12.3,-3.21,316,손절-3.0%
2026-07-13T12:38:48.583344+09:00,2026-07-13T15:25:09.377643+09:00,PARTI,0.26,3726365,66.1,50.43,48.64,51.35,-3.55,166,손절-3.0%
2026-07-13T04:04:11.198221+09:00,2026-07-13T15:42:24.815284+09:00,STRAX,0.02,4732043,35.0,14.2,13.76,14.38,-3.10,698,손절-3.0%
2026-07-13T11:19:48.444573+09:00,2026-07-13T15:43:47.794359+09:00,B3,0.01,4360003,134.1,0.7327,0.71,0.7335,-3.10,264,손절-3.0%
2026-07-13T15:22:44.090500+09:00,2026-07-13T16:20:26.313245+09:00,ES,0.17,3380902,9.2,53.39,51.68,54.96,-3.20,58,손절-3.0%
2026-07-13T04:22:59.813070+09:00,2026-07-13T16:30:43.918202+09:00,DEXE,0.27,5643872,43.9,69650,67400,72650,-3.23,728,손절-3.0%
2026-07-13T13:02:53.102952+09:00,2026-07-13T16:41:22.613097+09:00,SKL,0.00,4544980,30.7,6.312,6.56,6.884,+3.93,218,트레일(고점+9.1%)
2026-07-13T11:33:32.656576+09:00,2026-07-13T16:50:16.984764+09:00,BILL,0.27,3443211,32.7,74.84,72.57,78.14,-3.03,317,손절-3.0%
2026-07-13T09:59:37.205599+09:00,2026-07-13T17:51:03.221641+09:00,EDGEX,0.26,3426000,16.6,568,571,603,+0.53,471,트레일(고점+6.2%)
2026-07-13T07:38:10.552027+09:00,2026-07-13T18:15:58.387661+09:00,SLX,0.00,5887309,168.2,217,210,221,-3.23,638,손절-3.0%
2026-07-13T17:15:38.587967+09:00,2026-07-13T18:51:17.907089+09:00,GWEI,0.15,4054073,44.7,76.84,74.5,77.22,-3.05,96,손절-3.0%
2026-07-13T17:45:53.520563+09:00,2026-07-13T18:59:52.078024+09:00,DEXE,0.30,5454536,15.6,67550,65300,67700,-3.33,74,손절-3.0%
2026-07-13T12:50:30.009919+09:00,2026-07-13T19:33:23.502729+09:00,AGLD,0.29,3000000,30.0,248,248,261,+0.00,403,트레일(고점+5.2%)
2026-07-12T19:49:27.902837+09:00,2026-07-13T19:49:48.034493+09:00,H,0.01,6239450,92.9,59.02,58.25,61.86,-1.30,1440,타임아웃24h
2026-07-13T17:15:59.130748+09:00,2026-07-13T19:54:35.961127+09:00,XEC,0.08,5481299,35.2,0.0097,0.0097,0.0102,+0.00,159,트레일(고점+5.2%)
2026-07-12T20:03:33.368413+09:00,2026-07-13T20:03:49.514410+09:00,BTC,0.11,5251983,52.5,9.53e+07,9.33e+07,9.582e+07,-2.10,1440,타임아웃24h
2026-07-13T17:20:06.144050+09:00,2026-07-13T20:15:28.720066+09:00,ELSA,0.08,3604670,48.1,81.98,79.51,82.75,-3.01,175,손절-3.0%
2026-07-13T16:59:53.188891+09:00,2026-07-13T20:50:47.282451+09:00,BLAST,0.24,4186598,20.7,0.5394,0.5228,0.5533,-3.08,231,손절-3.0%
2026-07-13T15:37:13.523305+09:00,2026-07-13T21:04:09.311604+09:00,T,0.02,5003634,17.9,6.885,7.156,7.501,+3.94,327,트레일(고점+8.9%)
2026-07-13T01:48:01.004863+09:00,2026-07-13T21:37:04.091621+09:00,XRP,0.17,13466343,2244.8,1640,1590,1642,-3.05,1189,손절-3.0%
2026-07-13T20:52:29.525059+09:00,2026-07-13T21:46:21.313914+09:00,BLAST,0.03,3700055,58.0,0.524,0.508,0.524,-3.05,54,손절-3.0%
2026-07-13T06:28:08.771798+09:00,2026-07-13T22:15:12.922111+09:00,ETH,0.14,5465459,54.7,2.705e+06,2.623e+06,2.742e+06,-3.03,947,손절-3.0%
2026-07-13T19:46:02.341378+09:00,2026-07-13T23:06:29.846797+09:00,DEXE,0.13,5474655,16.5,64700,62650,67000,-3.17,200,손절-3.0%
2026-07-13T21:44:17.405326+09:00,2026-07-13T23:17:07.594948+09:00,KITE,0.09,3085168,33.5,200,194,209,-3.00,93,손절-3.0%
2026-07-13T23:36:17.898587+09:00,2026-07-13T23:37:20.195718+09:00,EPT,0.00,6189927,19.6,0.7479,0.713,0.7479,-4.67,1,손절-3.0%
2026-07-13T23:18:29.369667+09:00,2026-07-13T23:45:31.917509+09:00,DEXE,0.13,7245549,22.0,62850,60900,62850,-3.10,27,손절-3.0%
2026-07-13T23:57:10.113428+09:00,2026-07-14T00:12:58.174502+09:00,PYR,0.14,3805561,12.0,205,198,206,-3.41,16,손절-3.0%
2026-07-13T23:31:09.614211+09:00,2026-07-14T00:20:31.906564+09:00,COS,0.19,3900607,43.4,0.4035,0.43,0.4579,+6.57,49,트레일(고점+13.5%)
2026-07-13T00:21:15.521771+09:00,2026-07-14T00:21:33.233471+09:00,DOGE,0.00,9995011,90.9,109,108,111,-0.92,1440,타임아웃24h
2026-07-13T20:06:13.156270+09:00,2026-07-14T00:31:30.369405+09:00,XEC,0.17,4181036,19.7,0.0097,0.0098,0.0103,+1.03,265,트레일(고점+6.2%)
2026-07-13T13:01:30.281561+09:00,2026-07-14T00:39:46.801280+09:00,XTER,0.08,6557980,131.2,14.38,14.68,15.4,+2.09,698,트레일(고점+7.1%)
2026-07-13T11:07:25.770371+09:00,2026-07-14T00:53:09.720371+09:00,SUNDOG,0.25,3575287,52.8,6.287,6.078,6.433,-3.32,826,손절-3.0%
2026-07-14T00:33:33.552469+09:00,2026-07-14T01:00:22.503707+09:00,XEC,0.25,3938691,10.6,0.0098,0.0094,0.0098,-4.08,27,손절-3.0%
2026-07-13T18:01:21.477383+09:00,2026-07-14T01:13:44.503950+09:00,EDGEX,0.14,5627103,17.3,570,620,652,+8.77,432,트레일(고점+14.4%)
2026-07-13T07:29:31.446819+09:00,2026-07-14T01:20:34.809073+09:00,WLD,0.27,43108252,45.6,623,604,641,-3.05,1071,손절-3.0%
2026-07-13T01:25:26.967762+09:00,2026-07-14T01:25:42.605763+09:00,HBAR,0.00,7469878,70.7,100,98.96,102,-1.04,1440,타임아웃24h
2026-07-13T10:46:48.583615+09:00,2026-07-14T01:52:04.931287+09:00,XLM,0.20,7968168,41.5,278,269,278,-3.24,905,손절-3.0%
2026-07-13T21:25:43.708904+09:00,2026-07-14T02:20:51.157595+09:00,ES,0.18,5045854,40.5,53.38,51.66,55.63,-3.22,295,손절-3.0%
2026-07-14T02:17:25.108485+09:00,2026-07-14T02:27:41.873135+09:00,THQ,0.17,6657713,17.9,20.36,19.7,20.42,-3.24,10,손절-3.0%
2026-07-14T01:26:44.137949+09:00,2026-07-14T02:33:30.622966+09:00,WLD,0.12,83485577,68.7,608,589,608,-3.12,67,손절-3.0%
2026-07-13T10:18:03.252511+09:00,2026-07-14T02:37:15.978352+09:00,ADA,0.17,12100000,13.9,241,233,242,-3.32,979,손절-3.0%
2026-07-13T23:05:06.931989+09:00,2026-07-14T02:37:16.213642+09:00,CAP,0.17,3848364,102.6,27.64,27.38,29.23,-0.94,212,트레일(고점+5.8%)
2026-07-13T10:57:29.540211+09:00,2026-07-14T02:57:47.463738+09:00,BASED,0.17,3186096,33.5,147,142,152,-3.40,960,손절-3.0%
2026-07-14T00:40:27.634444+09:00,2026-07-14T03:12:10.742070+09:00,KITE,0.25,6729489,123.9,197,191,198,-3.05,152,손절-3.0%
2026-07-13T07:26:25.849240+09:00,2026-07-14T03:16:38.209358+09:00,PEPE,0.00,8200000,12.1,0.0041,0.0039,0.0042,-4.88,1190,손절-3.0%
2026-07-13T19:49:06.844392+09:00,2026-07-14T03:22:27.702598+09:00,SLX,0.25,6330000,24.8,210,213,224,+1.43,453,트레일(고점+6.7%)
2026-07-13T23:58:52.895083+09:00,2026-07-14T03:33:25.947888+09:00,BLAST,0.05,7129755,186.0,0.492,0.4712,0.4945,-4.23,215,손절-3.0%
2026-07-14T01:31:51.812023+09:00,2026-07-14T03:46:26.689416+09:00,DEXE,0.04,3008544,10.0,58650,62750,66200,+6.99,135,트레일(고점+12.9%)
2026-07-14T02:54:42.683190+09:00,2026-07-14T03:52:57.770012+09:00,XEC,0.25,6156497,19.9,0.0096,0.0093,0.0097,-3.12,58,손절-3.0%
2026-07-13T08:16:06.609161+09:00,2026-07-14T04:26:33.079032+09:00,ALLO,0.15,14326164,26.1,554,752,780,+35.74,1210,트레일(고점+40.8%)
2026-07-14T00:52:28.272949+09:00,2026-07-14T05:07:35.840865+09:00,H,0.20,3135144,14.1,56.04,54.31,57.07,-3.09,255,손절-3.0%
2026-07-13T20:17:31.675446+09:00,2026-07-14T06:05:42.930121+09:00,PARTI,0.04,4938966,145.6,46.84,45.42,48.1,-3.03,588,손절-3.0%
2026-07-13T07:56:40.130184+09:00,2026-07-14T06:09:50.715555+09:00,SOL,0.24,4349549,30.8,114400,110900,116300,-3.06,1333,손절-3.0%
2026-07-13T18:16:18.817057+09:00,2026-07-14T06:12:35.351801+09:00,VIRTUAL,0.11,7772559,99.6,837,811,843,-3.11,716,손절-3.0%
2026-07-13T12:23:41.397387+09:00,2026-07-14T06:18:04.441644+09:00,BOB,0.00,7669780,37.3,6.441,6.242,6.629,-3.09,1074,손절-3.0%
2026-07-13T06:22:19.211675+09:00,2026-07-14T06:22:31.756143+09:00,AVAX,0.00,3920679,8.6,9610,9545,9905,-0.68,1440,타임아웃24h
2026-07-14T01:49:40.836835+09:00,2026-07-14T06:35:13.962142+09:00,JTO,0.17,4970249,49.1,935,905,938,-3.21,286,손절-3.0%
2026-07-14T04:09:26.351678+09:00,2026-07-14T06:37:38.434249+09:00,ES,0.19,3381700,22.8,50.14,48.1,51.19,-4.07,148,손절-3.0%
2026-07-13T10:36:33.855154+09:00,2026-07-14T06:38:19.200547+09:00,SUI,0.27,39699722,234.9,1096,1056,1098,-3.65,1202,손절-3.0%
2026-07-14T02:49:35.455653+09:00,2026-07-14T06:49:18.328590+09:00,GWEI,0.00,10000000,43.3,73,73.79,77.49,+1.08,240,트레일(고점+6.2%)
2026-07-14T06:47:14.519401+09:00,2026-07-14T07:15:28.598886+09:00,ES,0.17,3115949,43.9,47.69,47.69,50.13,+0.00,28,트레일(고점+5.1%)
2026-07-14T03:44:22.711717+09:00,2026-07-14T08:16:51.802588+09:00,EDGEX,0.23,8458331,103.0,627,608,644,-3.03,272,손절-3.0%
2026-07-14T04:58:20.438934+09:00,2026-07-14T09:18:30.800432+09:00,DEXE,0.28,12664256,61.5,60650,61650,64750,+1.65,260,트레일(고점+6.8%)
2026-07-13T21:36:02.322629+09:00,2026-07-14T09:25:02.601242+09:00,T,0.09,3193234,11.1,7.081,7.512,7.956,+6.09,709,트레일(고점+12.4%)
2026-07-14T09:36:02.987632+09:00,2026-07-14T09:38:07.559154+09:00,DEXE,0.02,3859021,15.5,60350,58500,60350,-3.07,2,손절-3.0%
2026-07-14T06:33:51.063286+09:00,2026-07-14T10:23:17.305127+09:00,ALLO,0.07,5251777,9.6,676,651,699,-3.70,229,손절-3.0%
2026-07-14T10:10:29.593669+09:00,2026-07-14T10:29:30.130604+09:00,VANA,0.29,3475608,21.1,2935,2841,2980,-3.20,19,손절-3.0%
2026-07-14T10:29:08.834280+09:00,2026-07-14T10:46:03.810597+09:00,ALLO,0.07,6450000,18.2,642,622,647,-3.12,17,손절-3.0%
2026-07-14T05:41:37.116591+09:00,2026-07-14T10:55:42.477320+09:00,PYR,0.07,3528000,117.6,196,194,206,-1.02,314,트레일(고점+5.1%)
2026-07-13T10:57:09.056201+09:00,2026-07-14T10:57:25.468153+09:00,EDEN,0.00,3078384,61.1,63.27,61.73,63.92,-2.43,1440,타임아웃24h
2026-07-14T06:49:18.117608+09:00,2026-07-14T11:00:31.644486+09:00,CAP,0.00,4492542,27.3,27.94,28.87,30.29,+3.33,251,트레일(고점+8.4%)
2026-07-13T21:37:45.225514+09:00,2026-07-14T11:37:43.530642+09:00,AGLD,0.20,3000000,20.0,240,238,252,-0.83,840,트레일(고점+5.0%)
2026-07-14T03:01:33.124303+09:00,2026-07-14T11:46:00.084754+09:00,BILL,0.16,4035040,26.9,83.99,84.99,90.14,+1.19,524,트레일(고점+7.3%)
